CountyState,lon,lat,MajorClassAdmission,Admissions,CountryofBirth,originlon,originlat
"Essex County,  Massachusetts",-70.9071236,42.7051144,ImmediateRelatives-Children,6,Pakistan,69.345116,30.375321
"Norfolk County,  Massachusetts",-71.1448516,42.17668,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"New Castle County,  Delaware",-75.667356,39.5392979,EmploymentPreference2nd,D,Pakistan,69.345116,30.375321
"Cook County,  Illinois",-87.697554,41.7376587,EmploymentPreference2nd,11,Pakistan,69.345116,30.375321
"King County,  Washington",-121.9836029,47.5480339,FamilyPreference4th,16,Pakistan,69.345116,30.375321
"Harris County,  Texas",-95.3102505,29.7751825,EmploymentPreference1st,13,Pakistan,69.345116,30.375321
"Virginia Beach City County,  Virginia",-75.977985,36.8529263,FamilyPreference4th,7,Pakistan,69.345116,30.375321
"Middlesex County,  New Jersey",-74.3587473,40.4111363,EmploymentPreference2nd,27,Pakistan,69.345116,30.375321
"Middlesex County,  New Jersey",-74.3587473,40.4111363,EmploymentPreference1st,4,Pakistan,69.345116,30.375321
"Alexandria City County,  Virginia",-77.0469214,38.8048355,EmploymentPreference4th,4,Pakistan,69.345116,30.375321
"Erie County,  New York",-78.8661589,42.9023958,FamilyPreference3rd,D,Pakistan,69.345116,30.375321
"San Francisco County,  California",-122.4194155,37.7749295,EmploymentPreference2nd,D,Pakistan,69.345116,30.375321
"Broward County,  Florida",-80.365865,26.190096,EmploymentPreference2nd,8,Pakistan,69.345116,30.375321
"Somerset County,  New Jersey",-74.6400432,40.5292099,ImmediateRelatives-Parents,8,Pakistan,69.345116,30.375321
"Fort Bend County,  Texas",-95.8142885,29.5692614,ImmediateRelatives-Parents,83,Pakistan,69.345116,30.375321
"Somerset County,  New Jersey",-74.6400432,40.5292099,ImmediateRelatives-Spouses,11,Pakistan,69.345116,30.375321
"Pima County,  Arizona",-111.6660725,32.057499,ImmediateRelatives-Spouses,D,Pakistan,69.345116,30.375321
"Dauphin County,  Pennsylvania",-76.7336521,40.2734277,FamilyPreference3rd,D,Pakistan,69.345116,30.375321
"Tulsa County,  Oklahoma",-95.940971,36.1593471,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Saint Louis City County,  Missouri",-90.1994042,38.6270025,RefugeeandAsyleeAdjustments,4,Pakistan,69.345116,30.375321
"Somerset County,  New Jersey",-74.6400432,40.5292099,FamilyPreference3rd,4,Pakistan,69.345116,30.375321
"Will County,  Illinois",-88.0900762,41.5054724,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Bergen County,  New Jersey",-74.07701,40.9262762,ImmediateRelatives-Spouses,13,Pakistan,69.345116,30.375321
"Spokane County,  Washington",-117.4225481,47.658693,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,RefugeeandAsyleeAdjustments,31,Pakistan,69.345116,30.375321
"Bergen County,  New Jersey",-74.07701,40.9262762,FamilyPreference3rd,4,Pakistan,69.345116,30.375321
"Richmond County,  New York",-74.1502007,40.5795317,EmploymentPreference1st,D,Pakistan,69.345116,30.375321
"Milwaukee County,  Wisconsin",-87.9065334,43.0387949,EmploymentPreference2nd,D,Pakistan,69.345116,30.375321
"Wayne County,  Michigan",-83.336188,42.2790746,ImmediateRelatives-Spouses,22,Pakistan,69.345116,30.375321
"Montgomery County,  Texas",-95.4777811,30.3213482,FamilyPreference2nd,4,Pakistan,69.345116,30.375321
"Guilford County,  North Carolina",-79.8296743,36.0899873,ImmediateRelatives-Spouses,37,Pakistan,69.345116,30.375321
"Guilford County,  North Carolina",-79.8296743,36.0899873,FamilyPreference2nd,31,Pakistan,69.345116,30.375321
"Multnomah County,  Oregon",-122.5863211,45.5145659,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Stearns County,  Minnesota",-94.5865603,45.5844792,FamilyPreference4th,6,Pakistan,69.345116,30.375321
"Wayne County,  Michigan",-83.336188,42.2790746,ImmediateRelatives-Parents,14,Pakistan,69.345116,30.375321
"Cook County,  Illinois",-87.697554,41.7376587,Other,D,Pakistan,69.345116,30.375321
"Kings County,  New York",-73.9441579,40.6781784,EmploymentPreference5th,D,Pakistan,69.345116,30.375321
"Norfolk County,  Massachusetts",-71.1448516,42.17668,ImmediateRelatives-Spouses,5,Pakistan,69.345116,30.375321
"Durham County,  North Carolina",-78.9031279,36.0221805,FamilyPreference4th,D,Pakistan,69.345116,30.375321
"Hillsborough County,  New Hampshire",-71.6673352,42.8334794,ImmediateRelatives-Parents,D,Pakistan,69.345116,30.375321
"Travis County,  Texas",-97.6982272,30.2097015,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Howard County,  Maryland",-76.964306,39.2873463,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Howard County,  Maryland",-76.964306,39.2873463,EmploymentPreference2nd,5,Pakistan,69.345116,30.375321
"New Haven County,  Connecticut",-72.8042797,41.3266911,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"San Francisco County,  California",-122.4194155,37.7749295,ImmediateRelatives-Spouses,7,Pakistan,69.345116,30.375321
"New Haven County,  Connecticut",-72.8042797,41.3266911,FamilyPreference4th,18,Pakistan,69.345116,30.375321
"Hartford County,  Connecticut",-72.8042797,41.7924343,FamilyPreference4th,10,Pakistan,69.345116,30.375321
"Union County,  New Jersey",-74.2883536,40.6595001,FamilyPreference4th,6,Pakistan,69.345116,30.375321
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Parents,12,Pakistan,69.345116,30.375321
"Lake County,  Illinois",-87.8271534,42.3689363,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Prince William County,  Virginia",-77.6077865,38.7838939,ImmediateRelatives-Children,6,Pakistan,69.345116,30.375321
"Middlesex County,  New Jersey",-74.3587473,40.4111363,FamilyPreference2nd,16,Pakistan,69.345116,30.375321
"DeKalb County,  Georgia",-84.2278796,33.7956441,ImmediateRelatives-Spouses,6,Pakistan,69.345116,30.375321
"Lake County,  Illinois",-87.8271534,42.3689363,FamilyPreference3rd,D,Pakistan,69.345116,30.375321
"Anne Arundel County,  Maryland",-76.5488232,38.9530109,EmploymentPreference3rdUnskilled,D,Pakistan,69.345116,30.375321
"DeKalb County,  Georgia",-84.2278796,33.7956441,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Prince William County,  Virginia",-77.6077865,38.7838939,FamilyPreference3rd,11,Pakistan,69.345116,30.375321
"Arlington County,  Virginia",-77.0909809,38.8816208,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Camden County,  New Jersey",-75.0143824,39.8592439,EmploymentPreference2nd,D,Pakistan,69.345116,30.375321
"Worcester County,  Massachusetts",-71.8571331,42.4096528,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Worcester County,  Massachusetts",-71.8571331,42.4096528,ImmediateRelatives-Spouses,13,Pakistan,69.345116,30.375321
"Prince William County,  Virginia",-77.6077865,38.7838939,FamilyPreference1st,10,Pakistan,69.345116,30.375321
"Worcester County,  Massachusetts",-71.8571331,42.4096528,FamilyPreference4th,D,Pakistan,69.345116,30.375321
"Baltimore City County,  Maryland",-76.6121893,39.2903848,ImmediateRelatives-Parents,4,Pakistan,69.345116,30.375321
"Queens County,  New York",-73.7948516,40.7282239,ImmediateRelatives-Spouses,171,Pakistan,69.345116,30.375321
"Morris County,  New Jersey",-74.5463282,40.8336038,ImmediateRelatives-Spouses,12,Pakistan,69.345116,30.375321
"Suffolk County,  New York",-72.6151169,40.9848784,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Contra Costa County,  California",-121.9017954,37.8534093,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Worcester County,  Massachusetts",-71.8571331,42.4096528,EmploymentPreference2nd,8,Pakistan,69.345116,30.375321
"Marion County,  Indiana",-86.1751759,39.83619,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Orange County,  Florida",-81.2518833,28.4844995,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Wake County,  North Carolina",-78.5660852,35.8031909,EmploymentPreference2nd,13,Pakistan,69.345116,30.375321
"Albany County,  New York",-73.9359821,42.5756797,FamilyPreference3rd,5,Pakistan,69.345116,30.375321
"Marion County,  Indiana",-86.1751759,39.83619,ImmediateRelatives-Spouses,10,Pakistan,69.345116,30.375321
"Kings County,  New York",-73.9441579,40.6781784,ImmediateRelatives-Spouses,239,Pakistan,69.345116,30.375321
"San Joaquin County,  California",-121.1710389,37.9175935,FamilyPreference4th,67,Pakistan,69.345116,30.375321
"Guilford County,  North Carolina",-79.8296743,36.0899873,FamilyPreference4th,39,Pakistan,69.345116,30.375321
"Dane County,  Wisconsin",-89.5497632,43.0186073,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Cook County,  Illinois",-87.697554,41.7376587,ImmediateRelatives-Parents,103,Pakistan,69.345116,30.375321
"Sacramento County,  California",-121.3541631,38.47467,EmploymentPreference2nd,16,Pakistan,69.345116,30.375321
"Santa Clara County,  California",-121.8907041,37.3336581,FamilyPreference2nd,13,Pakistan,69.345116,30.375321
"Norfolk County,  Massachusetts",-71.1448516,42.17668,ImmediateRelatives-Parents,5,Pakistan,69.345116,30.375321
"Miami-Dade County,  Florida",-80.6326916,25.5516034,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Miami-Dade County,  Florida",-80.6326916,25.5516034,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"Cook County,  Illinois",-87.697554,41.7376587,EmploymentPreference5th,4,Pakistan,69.345116,30.375321
"Palm Beach County,  Florida",-80.2767327,26.6514503,EmploymentPreference2nd,D,Pakistan,69.345116,30.375321
"Rockland County,  New York",-73.9830029,41.1489458,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Washoe County,  Nevada",-119.6035495,40.5608387,ImmediateRelatives-Parents,6,Pakistan,69.345116,30.375321
"Palm Beach County,  Florida",-80.2767327,26.6514503,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"New Haven County,  Connecticut",-72.8042797,41.3266911,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"San Mateo County,  California",-122.4014193,37.4337342,ImmediateRelatives-Spouses,5,Pakistan,69.345116,30.375321
"San Francisco County,  California",-122.4194155,37.7749295,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Union County,  New Jersey",-74.2883536,40.6595001,EmploymentPreference4th,4,Pakistan,69.345116,30.375321
"Sonoma County,  California",-122.9888319,38.5779555,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Los Angeles County,  California",-118.2436596,34.0522265,EmploymentPreference4th,5,Pakistan,69.345116,30.375321
"Williamson County,  Texas",NA,NA,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Williamson County,  Texas",NA,NA,EmploymentPreference1st,D,Pakistan,69.345116,30.375321
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,ImmediateRelatives-Spouses,31,Pakistan,69.345116,30.375321
"Los Angeles County,  California",-118.2436596,34.0522265,EmploymentPreference3rdSkilled,20,Pakistan,69.345116,30.375321
"Allegheny County,  Pennsylvania",-80.0087746,40.4450813,EmploymentPreference2nd,8,Pakistan,69.345116,30.375321
"Bexar County,  Texas",-98.5721016,29.4200763,FamilyPreference4th,11,Pakistan,69.345116,30.375321
"Los Angeles County,  California",-118.2436596,34.0522265,ImmediateRelatives-Children,12,Pakistan,69.345116,30.375321
"Bexar County,  Texas",-98.5721016,29.4200763,ImmediateRelatives-Parents,6,Pakistan,69.345116,30.375321
"Clark County,  Nevada",-115.094045,36.0795613,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Sedgwick County,  Kansas",-97.5247243,37.6537367,EmploymentPreference2nd,D,Pakistan,69.345116,30.375321
"Monterey County,  California",-121.3541631,36.3136201,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Monterey County,  California",-121.3541631,36.3136201,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Bexar County,  Texas",-98.5721016,29.4200763,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"Montgomery County,  Texas",-95.4777811,30.3213482,FamilyPreference3rd,5,Pakistan,69.345116,30.375321
"New York County,  New York",-73.9712488,40.7830603,FamilyPreference4th,D,Pakistan,69.345116,30.375321
"Burlington County,  New Jersey",-74.6868815,39.8558488,FamilyPreference2nd,5,Pakistan,69.345116,30.375321
"Montgomery County,  Texas",-95.4777811,30.3213482,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Salt Lake County,  Utah",-111.9522491,40.644188,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Nassau County,  New York",-73.5594128,40.6546145,ImmediateRelatives-Parents,63,Pakistan,69.345116,30.375321
"Multnomah County,  Oregon",-122.5863211,45.5145659,ImmediateRelatives-Spouses,4,Pakistan,69.345116,30.375321
"Baltimore County,  Maryland",-76.7336521,39.4647665,ImmediateRelatives-Parents,42,Pakistan,69.345116,30.375321
"Durham County,  North Carolina",-78.9031279,36.0221805,ImmediateRelatives-Parents,D,Pakistan,69.345116,30.375321
"Passaic County,  New Jersey",-74.3587473,41.1231647,ImmediateRelatives-Spouses,6,Pakistan,69.345116,30.375321
"Arapahoe County,  Colorado",-104.332644,39.62031,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Alexandria City County,  Virginia",-77.0469214,38.8048355,Other,5,Pakistan,69.345116,30.375321
"Denton County,  Texas",-97.179026,33.1418611,ImmediateRelatives-Parents,18,Pakistan,69.345116,30.375321
"Montgomery County,  Ohio",-84.3542049,39.7620028,ImmediateRelatives-Parents,D,Pakistan,69.345116,30.375321
"New Haven County,  Connecticut",-72.8042797,41.3266911,RefugeeandAsyleeAdjustments,9,Pakistan,69.345116,30.375321
"Essex County,  Massachusetts",-70.9071236,42.7051144,ImmediateRelatives-Parents,D,Pakistan,69.345116,30.375321
"Howard County,  Maryland",-76.964306,39.2873463,ImmediateRelatives-Parents,18,Pakistan,69.345116,30.375321
"Kern County,  California",-118.8596804,35.4937274,ImmediateRelatives-Spouses,D,Pakistan,69.345116,30.375321
"Washoe County,  Nevada",-119.6035495,40.5608387,FamilyPreference4th,D,Pakistan,69.345116,30.375321
"Jefferson County,  Louisiana",-90.1120696,29.6498691,ImmediateRelatives-Children,6,Pakistan,69.345116,30.375321
"Jefferson County,  Louisiana",-90.1120696,29.6498691,FamilyPreference4th,D,Pakistan,69.345116,30.375321
"Loudoun County,  Virginia",-77.6536125,39.076767,EmploymentPreference1st,D,Pakistan,69.345116,30.375321
"Loudoun County,  Virginia",-77.6536125,39.076767,EmploymentPreference2nd,6,Pakistan,69.345116,30.375321
"Loudoun County,  Virginia",-77.6536125,39.076767,EmploymentPreference4th,8,Pakistan,69.345116,30.375321
"Travis County,  Texas",-97.6982272,30.2097015,EmploymentPreference2nd,9,Pakistan,69.345116,30.375321
"King County,  Washington",-121.9836029,47.5480339,EmploymentPreference2nd,28,Pakistan,69.345116,30.375321
"Fort Bend County,  Texas",-95.8142885,29.5692614,FamilyPreference2nd,20,Pakistan,69.345116,30.375321
"Providence County,  Rhode Island",-71.4774291,41.8881582,FamilyPreference4th,5,Pakistan,69.345116,30.375321
"Somerset County,  New Jersey",-74.6400432,40.5292099,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Yolo County,  California",-121.9017954,38.7646021,FamilyPreference2nd,5,Pakistan,69.345116,30.375321
"Johnson County,  Kansas",-94.8520636,38.845412,ImmediateRelatives-Spouses,5,Pakistan,69.345116,30.375321
"Will County,  Illinois",-88.0900762,41.5054724,ImmediateRelatives-Parents,16,Pakistan,69.345116,30.375321
"Johnson County,  Kansas",-94.8520636,38.845412,FamilyPreference4th,7,Pakistan,69.345116,30.375321
"Bergen County,  New Jersey",-74.07701,40.9262762,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Summit County,  Ohio",-81.5596427,41.0918991,RefugeeandAsyleeAdjustments,31,Pakistan,69.345116,30.375321
"Onondaga County,  New York",-76.1783739,43.026819,FamilyPreference4th,9,Pakistan,69.345116,30.375321
"Franklin County,  Ohio",-82.9931607,40.0154745,RefugeeandAsyleeAdjustments,18,Pakistan,69.345116,30.375321
"Fort Bend County,  Texas",-95.8142885,29.5692614,EmploymentPreference2nd,29,Pakistan,69.345116,30.375321
"Delaware County,  Pennsylvania",-75.3878525,39.907793,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Franklin County,  Ohio",-82.9931607,40.0154745,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"Wayne County,  Michigan",-83.336188,42.2790746,RefugeeandAsyleeAdjustments,7,Pakistan,69.345116,30.375321
"Richmond County,  New York",-74.1502007,40.5795317,FamilyPreference2nd,9,Pakistan,69.345116,30.375321
"Richmond County,  New York",-74.1502007,40.5795317,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Bergen County,  New Jersey",-74.07701,40.9262762,EmploymentPreference2nd,9,Pakistan,69.345116,30.375321
"Guilford County,  North Carolina",-79.8296743,36.0899873,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Dakota County,  Minnesota",-93.1779659,44.731554,ImmediateRelatives-Parents,4,Pakistan,69.345116,30.375321
"Nassau County,  New York",-73.5594128,40.6546145,ImmediateRelatives-Spouses,109,Pakistan,69.345116,30.375321
"Orange County,  Florida",-81.2518833,28.4844995,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Bronx County,  New York",-73.8648268,40.8447819,EmploymentPreference2nd,5,Pakistan,69.345116,30.375321
"Douglas County,  Nebraska",-96.195132,41.3148116,ImmediateRelatives-Spouses,D,Pakistan,69.345116,30.375321
"Hillsborough County,  New Hampshire",-71.6673352,42.8334794,EmploymentPreference2nd,5,Pakistan,69.345116,30.375321
"Dane County,  Wisconsin",-89.5497632,43.0186073,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Santa Clara County,  California",-121.8907041,37.3336581,EmploymentPreference2nd,48,Pakistan,69.345116,30.375321
"Alexandria City County,  Virginia",-77.0469214,38.8048355,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Denton County,  Texas",-97.179026,33.1418611,EmploymentPreference2nd,14,Pakistan,69.345116,30.375321
"Polk County,  Iowa",-93.5003454,41.6278423,FamilyPreference2nd,D,Pakistan,69.345116,30.375321
"Tarrant County,  Texas",-97.3516558,32.7732044,EmploymentPreference2nd,7,Pakistan,69.345116,30.375321
"DuPage County,  Illinois",-88.0900762,41.8243831,EmploymentPreference3rdSkilled,5,Pakistan,69.345116,30.375321
"Union County,  New Jersey",-74.2883536,40.6595001,ImmediateRelatives-Spouses,7,Pakistan,69.345116,30.375321
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Children,6,Pakistan,69.345116,30.375321
"Fulton County,  Georgia",-84.3962535,33.8033965,EmploymentPreference4th,5,Pakistan,69.345116,30.375321
"Virginia Beach City County,  Virginia",-75.977985,36.8529263,ImmediateRelatives-Parents,4,Pakistan,69.345116,30.375321
"Virginia Beach City County,  Virginia",-75.977985,36.8529263,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Washington County,  Oregon",-123.1386021,45.5469616,EmploymentPreference2nd,4,Pakistan,69.345116,30.375321
"DeKalb County,  Georgia",-84.2278796,33.7956441,Other,4,Pakistan,69.345116,30.375321
"Osceola County,  Florida",-81.0754657,28.1019838,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Jefferson County,  Louisiana",-90.1120696,29.6498691,FamilyPreference2nd,11,Pakistan,69.345116,30.375321
"DeKalb County,  Georgia",-84.2278796,33.7956441,ImmediateRelatives-Parents,9,Pakistan,69.345116,30.375321
"Arlington County,  Virginia",-77.0909809,38.8816208,ImmediateRelatives-Parents,14,Pakistan,69.345116,30.375321
"Suffolk County,  New York",-72.6151169,40.9848784,RefugeeandAsyleeAdjustments,31,Pakistan,69.345116,30.375321
"Arlington County,  Virginia",-77.0909809,38.8816208,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"Camden County,  New Jersey",-75.0143824,39.8592439,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Camden County,  New Jersey",-75.0143824,39.8592439,FamilyPreference4th,23,Pakistan,69.345116,30.375321
"Luzerne County,  Pennsylvania",-75.9927652,41.1404353,ImmediateRelatives-Parents,D,Pakistan,69.345116,30.375321
"Wake County,  North Carolina",-78.5660852,35.8031909,FamilyPreference4th,5,Pakistan,69.345116,30.375321
"Suffolk County,  New York",-72.6151169,40.9848784,ImmediateRelatives-Spouses,70,Pakistan,69.345116,30.375321
"Prince William County,  Virginia",-77.6077865,38.7838939,EmploymentPreference4th,8,Pakistan,69.345116,30.375321
"Suffolk County,  New York",-72.6151169,40.9848784,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"Baltimore City County,  Maryland",-76.6121893,39.2903848,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Contra Costa County,  California",-121.9017954,37.8534093,EmploymentPreference1st,D,Pakistan,69.345116,30.375321
"Marion County,  Indiana",-86.1751759,39.83619,RefugeeandAsyleeAdjustments,4,Pakistan,69.345116,30.375321
"Worcester County,  Massachusetts",-71.8571331,42.4096528,EmploymentPreference3rdSkilled,5,Pakistan,69.345116,30.375321
"Marion County,  Indiana",-86.1751759,39.83619,FamilyPreference4th,11,Pakistan,69.345116,30.375321
"New York County,  New York",-73.9712488,40.7830603,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Contra Costa County,  California",-121.9017954,37.8534093,FamilyPreference1st,4,Pakistan,69.345116,30.375321
"New York County,  New York",-73.9712488,40.7830603,ImmediateRelatives-Parents,13,Pakistan,69.345116,30.375321
"Marion County,  Indiana",-86.1751759,39.83619,ImmediateRelatives-Parents,7,Pakistan,69.345116,30.375321
"Wayne County,  Michigan",-83.336188,42.2790746,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"San Joaquin County,  California",-121.1710389,37.9175935,ImmediateRelatives-Parents,56,Pakistan,69.345116,30.375321
"Sacramento County,  California",-121.3541631,38.47467,RefugeeandAsyleeAdjustments,14,Pakistan,69.345116,30.375321
"Kings County,  New York",-73.9441579,40.6781784,EmploymentPreference3rdSkilled,5,Pakistan,69.345116,30.375321
"Hillsborough County,  New Hampshire",-71.6673352,42.8334794,RefugeeandAsyleeAdjustments,6,Pakistan,69.345116,30.375321
"Hamilton County,  Ohio",-84.564147,39.2355447,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Fulton County,  Georgia",-84.3962535,33.8033965,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Fulton County,  Georgia",-84.3962535,33.8033965,Other,D,Pakistan,69.345116,30.375321
"Howard County,  Maryland",-76.964306,39.2873463,FamilyPreference2nd,6,Pakistan,69.345116,30.375321
"Montgomery County,  Ohio",-84.3542049,39.7620028,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Fulton County,  Georgia",-84.3962535,33.8033965,ImmediateRelatives-Parents,15,Pakistan,69.345116,30.375321
"Palm Beach County,  Florida",-80.2767327,26.6514503,FamilyPreference4th,7,Pakistan,69.345116,30.375321
"Palm Beach County,  Florida",-80.2767327,26.6514503,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"Washoe County,  Nevada",-119.6035495,40.5608387,RefugeeandAsyleeAdjustments,4,Pakistan,69.345116,30.375321
"San Francisco County,  California",-122.4194155,37.7749295,ImmediateRelatives-Parents,7,Pakistan,69.345116,30.375321
"Broward County,  Florida",-80.365865,26.190096,ImmediateRelatives-Spouses,28,Pakistan,69.345116,30.375321
"San Francisco County,  California",-122.4194155,37.7749295,FamilyPreference3rd,D,Pakistan,69.345116,30.375321
"Union County,  New Jersey",-74.2883536,40.6595001,FamilyPreference2nd,5,Pakistan,69.345116,30.375321
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference3rd,18,Pakistan,69.345116,30.375321
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference4th,84,Pakistan,69.345116,30.375321
"Sonoma County,  California",-122.9888319,38.5779555,FamilyPreference3rd,D,Pakistan,69.345116,30.375321
"Los Angeles County,  California",-118.2436596,34.0522265,FamilyPreference1st,4,Pakistan,69.345116,30.375321
"Fort Bend County,  Texas",-95.8142885,29.5692614,ImmediateRelatives-Children,7,Pakistan,69.345116,30.375321
"Ventura County,  California",-119.1390642,34.3704884,ImmediateRelatives-Parents,6,Pakistan,69.345116,30.375321
"Lee County,  Florida",-81.9534815,26.6630286,ImmediateRelatives-Spouses,D,Pakistan,69.345116,30.375321
"Ventura County,  California",-119.1390642,34.3704884,ImmediateRelatives-Spouses,4,Pakistan,69.345116,30.375321
"Philadelphia County,  Pennsylvania",-75.1311874,40.0152766,RefugeeandAsyleeAdjustments,36,Pakistan,69.345116,30.375321
"Montgomery County,  Maryland",-77.2405153,39.1547426,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Clark County,  Nevada",-115.094045,36.0795613,FamilyPreference1st,D,Pakistan,69.345116,30.375321
"Clark County,  Nevada",-115.094045,36.0795613,FamilyPreference3rd,4,Pakistan,69.345116,30.375321
"Kent County,  Michigan",-85.520024,43.0097027,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Denver County,  Colorado",-104.990251,39.7392358,ImmediateRelatives-Spouses,D,Pakistan,69.345116,30.375321
"Atlantic County,  New Jersey",-74.6868815,39.5333379,ImmediateRelatives-Parents,10,Pakistan,69.345116,30.375321
"Jackson County,  Missouri",-94.315422,38.9914998,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Burlington County,  New Jersey",-74.6868815,39.8558488,FamilyPreference4th,D,Pakistan,69.345116,30.375321
"Marin County,  California",-122.7633036,38.083403,ImmediateRelatives-Spouses,D,Pakistan,69.345116,30.375321
"Wayne County,  Michigan",-83.336188,42.2790746,Other,D,Pakistan,69.345116,30.375321
"Bronx County,  New York",-73.8648268,40.8447819,Other,D,Pakistan,69.345116,30.375321
"Bergen County,  New Jersey",-74.07701,40.9262762,EmploymentPreference3rdSkilled,D,Pakistan,69.345116,30.375321
"Bexar County,  Texas",-98.5721016,29.4200763,EmploymentPreference3rdSkilled,4,Pakistan,69.345116,30.375321
"Maricopa County,  Arizona",-112.4291464,33.2917968,RefugeeandAsyleeAdjustments,45,Pakistan,69.345116,30.375321
"Douglas County,  Nebraska",-96.195132,41.3148116,RefugeeandAsyleeAdjustments,D,Pakistan,69.345116,30.375321
"Wayne County,  Michigan",-83.336188,42.2790746,FamilyPreference4th,24,Pakistan,69.345116,30.375321
"Baltimore County,  Maryland",-76.7336521,39.4647665,ImmediateRelatives-Spouses,34,Pakistan,69.345116,30.375321
"Santa Clara County,  California",-121.8907041,37.3336581,EmploymentPreference1st,5,Pakistan,69.345116,30.375321
"Santa Clara County,  California",-121.8907041,37.3336581,RefugeeandAsyleeAdjustments,4,Pakistan,69.345116,30.375321
"Orange County,  New York",-74.3118212,41.3911653,FamilyPreference4th,11,Pakistan,69.345116,30.375321
"Orange County,  New York",-74.3118212,41.3911653,ImmediateRelatives-Parents,5,Pakistan,69.345116,30.375321
"New Castle County,  Delaware",-75.667356,39.5392979,ImmediateRelatives-Parents,6,Pakistan,69.345116,30.375321
"Hamilton County,  Ohio",-84.564147,39.2355447,ImmediateRelatives-Children,D,Pakistan,69.345116,30.375321
"New Castle County,  Delaware",-75.667356,39.5392979,FamilyPreference4th,13,Pakistan,69.345116,30.375321
"Merced County,  California",-120.7120023,37.2009788,ImmediateRelatives-Parents,D,Pakistan,69.345116,30.375321
